ten_cong_viec,ten_cong_ty,muc_luong,dia_chi,ngay_dang,nganh_nghe,quy_mo_cong_ty,quoc_tich_cong_ty,nam_kinh_nghiem,cap_bac,loai_hinh,loai_hop_dong,cong_nghe_su_dung,quy_trinh_phong_van,url
['HCM-React Native Developer_TS032401-MTS'],['Talent Success'],['Lên tới 45.000.000 VND'],"['Hồ Chí Minh, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],['Human Resource'],['25-99 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],['React Native'],"['Vòng 1: CV Application', 'Vòng 2: Technical Assessment', 'Vòng 3: Interview']",https://topdev.vn/viec-lam/hcm-react-native-developer-ts032401-mts-talent-success-2034409?src=topdev_search&medium=searchresult
['Flutter Developer'],"['FamTech Technology., JSC']",['Lên tới 20.000.000 VND'],"['Tầng 4, tòa Stellar Garden, 35 Lê Văn Thiêm, Phường Thanh Xuân Trung, Quận Thanh Xuân, Thành phố Hà Nội']",['Đăng 1 tuần trước'],"['Software, Gia công phần mềm']",['25-99 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Junior, Middle']",['In Office'],['Fulltime'],"['Android', 'iOS', 'Flutter']","['Vòng 1: Phỏng vấn qua điện thoại', 'Vòng 2: Phỏng vấn trực tiếp với Tech Lead', 'Vòng 3: Deal lương']",https://topdev.vn/viec-lam/flutter-developer-famtech-technology-jsc-2034402?src=topdev_search&medium=searchresult
['Frontend Developer'],"['FamTech Technology., JSC']",['Lên tới 2.000 USD'],"['Tầng 4, tòa Stellar Garden, 35 Lê Văn Thiêm, Phường Thanh Xuân Trung, Quận Thanh Xuân, Thành phố Hà Nội']",['Đăng 1 tuần trước'],"['Software, Gia công phần mềm']",['25-99 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle']",['In Office'],['Fulltime'],"['JavaScript', 'ReactJS', 'VueJS']","['Vòng 1: Phỏng vấn qua điện thoại', 'Vòng 2: Phỏng vấn trực tiếp với Tech Lead', 'Vòng 3: Deal lương']",https://topdev.vn/viec-lam/frontend-developer-famtech-technology-jsc-2034403?src=topdev_search&medium=searchresult
['Backend Developer'],"['FamTech Technology., JSC']",['Lên tới 20.000.000 VND'],"['Tầng 4, tòa Stellar Garden, 35 Lê Văn Thiêm, Phường Thanh Xuân Trung, Quận Thanh Xuân, Thành phố Hà Nội']",['Đăng 1 tuần trước'],"['Software, Gia công phần mềm']",['25-99 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle']",['In Office'],['Fulltime'],"['NodeJS', 'MongoDB', 'PostgreSql']","['Vòng 1: Phỏng vấn qua điện thoại', 'Vòng 2: Phỏng vấn trực tiếp với Tech Lead', 'Vòng 3: Deal lương']",https://topdev.vn/viec-lam/backend-developer-famtech-technology-jsc-2034404?src=topdev_search&medium=searchresult
['Microsoft Customer Service Specialist (Technical Support Engineer)'],['iTechwx Company Limited'],['Thương lượng'],"['19-21 Tân Cảng, Vista Building, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['IT Consultant, Outsourcing, Dịch vụ IT, Dịch vụ']",['500-999 Nhân viên'],['United States'],['Không yêu cầu'],"['Fresher, Junior, Middle, Senior']",['In Office'],['Fulltime'],"['English', 'Technical Support', 'IT Service']","['Vòng 1: CV Screening with Recruiter via phone call.', 'Vòng 2: 2nd round: Interview with Team/Tech Lead', 'Vòng 3: 3rd round: Interview with Team Manager']",https://topdev.vn/viec-lam/microsoft-customer-service-specialist-technical-support-engineer-itechwx-2034401?src=topdev_search&medium=searchresult
['IT Support Engineer (Microsoft- Nightshift)'],['iTechwx Company Limited'],['18.000.000 VND to 24.000.000 VND'],"['19-21 Tân Cảng, Vista Building, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['IT Consultant, Outsourcing, Dịch vụ IT, Dịch vụ']",['500-999 Nhân viên'],['United States'],['Từ 1 năm'],"['Fresher, Junior, Middle, Senior']",['In Office'],['Fulltime'],"['English', 'Technical Support', 'Microsoft 365']","['Vòng 1: CV Screening with Recruiter via phone call.', 'Vòng 2: Interview with Team/Tech Lead', 'Vòng 3: Interview with Team Manager']",https://topdev.vn/viec-lam/it-support-engineer-microsoft-nightshift-itechwx-2034400?src=topdev_search&medium=searchresult
['Microsoft Intune Support ( English - Fresher)'],['iTechwx Company Limited'],['18.000.000 VND to 24.000.000 VND'],"['19-21 Tân Cảng, Vista Building, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['IT Consultant, Outsourcing, Dịch vụ IT, Dịch vụ']",['500-999 Nhân viên'],['United States'],['Không yêu cầu'],"['Fresher, Junior, Middle, Senior']",['In Office'],['Fulltime'],"['English', 'Technical Support', 'Microsoft 365']","['Vòng 1: CV Screening with Recruiter via phone call', 'Vòng 2: Interview with Team/Tech Lead', 'Vòng 3: Interview with Team Manager']",https://topdev.vn/viec-lam/microsoft-intune-support-english-fresher-itechwx-2034399?src=topdev_search&medium=searchresult
['Game Developer (Python và Golang)'],['TNT MEDIA & ISOCIA'],['Thương lượng'],"['Lô 27 khu E, Đường Nguyễn Sinh Sắc, Phường Hòa Minh, Quận Liên Chiểu, Thành phố Đà Nẵng']",['Đăng 1 tuần trước'],['Giải trí/ Game'],['25-99 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Python', 'Lua', 'Golang']","['Vòng 1: Phỏng vấn qua điện thoại.', 'Vòng 2: Phỏng vấn trực tiếp với Tech Lead.', 'Vòng 3: Deal lương.']",https://topdev.vn/viec-lam/game-developer-python-va-golang-tnt-media-isocia-2034293?src=topdev_search&medium=searchresult
['Devops Engineer (ID: TS090602-Devops)'],['Talent Success'],['Thương lượng'],"['Hồ Chí Minh, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],['Human Resource'],['25-99 Nhân viên'],['Vietnam'],['Từ 3 năm'],['Senior'],['In Office'],['Fulltime'],"['Linux', 'MySQL', 'Azure']","['Vòng 1: HR Culture fit + Eng (online 30 phút)', 'Vòng 2: Technical: test online + technical skill (Online 1h30)', 'Vòng 3: CTO - PV trực tiếp văn phòng công ty']",https://topdev.vn/viec-lam/devops-engineer-id-ts090602-devops-talent-success-2034398?src=topdev_search&medium=searchresult
['DevOps Engineer (All Levels)'],"[""TopDev's Client""]",['Thương lượng'],"['Tầng 12A, Toà nhà AP Tower, 518B Điện Biên Phủ, Phường 21, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Dịch vụ doanh nghiệp, Nhân sự, Triển Khai Phần Mềm']",['25-99 Nhân viên'],['Vietnam'],['Không yêu cầu'],['Fresher'],[],['Fulltime'],"['Java', 'Python', 'AWS']","['Vòng 1: Sàng lọc CV', 'Vòng 2: Phỏng vấn trực tiếp với Nhân Sự', 'Vòng 3: Phỏng vấn trực tiếp với Trưởng Bộ phận']",https://topdev.vn/viec-lam/devops-engineer-all-levels-topdev-s-client-2034397?src=topdev_search&medium=searchresult
['Senior Fullstack Engineer (ID: TS092002-Fullstack)'],['Talent Success'],['Thương lượng'],"['Hồ Chí Minh, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],['Human Resource'],['25-99 Nhân viên'],['Vietnam'],['Từ 4 năm'],['Senior'],['In Office'],['Fulltime'],"['JavaScript', 'C#', '.NET']","['Vòng 1: CV Application', 'Vòng 2: Technical Assessment', 'Vòng 3: Interview']",https://topdev.vn/viec-lam/senior-fullstack-engineer-id-ts092002-fullstack-talent-success-2034396?src=topdev_search&medium=searchresult
['Fresher/Junior - Software Engineer C/C++'],"[""TopDev's Client""]",['Thương lượng'],"['Tầng 12A, Toà nhà AP Tower, 518B Điện Biên Phủ, Phường 21, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Dịch vụ doanh nghiệp, Nhân sự, Triển Khai Phần Mềm']",['25-99 Nhân viên'],['Vietnam'],['Từ 1 năm'],['Fresher'],['In Office'],['Fulltime'],"['Java', 'Python', 'C/C++']","['Vòng 1: Sàng lọc CV', 'Vòng 2: Phỏng vấn online với Nhân Sự', 'Vòng 3: Phỏng vấn online với Trưởng Bộ phận']",https://topdev.vn/viec-lam/fresher-junior-software-engineer-c-c-topdev-s-client-2034395?src=topdev_search&medium=searchresult
['[Fresher] FRONTEND ENGINEER'],"[""TopDev's Client""]",['Lên tới 1.200 VND'],"['Tầng 12A, Toà nhà AP Tower, 518B Điện Biên Phủ, Phường 21, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Dịch vụ doanh nghiệp, Nhân sự, Triển Khai Phần Mềm']",['25-99 Nhân viên'],['Vietnam'],['Từ 06 tháng'],['Fresher'],[],['Fulltime'],"['CSS', 'JavaScript', 'Front-End', 'VueJS']","['Vòng 1: Sàng lọc CV', 'Vòng 2: Phỏng vấn trực tiếp với Nhân Sự', 'Vòng 3: Phỏng vấn trực tiếp với Trưởng Bộ phận']",https://topdev.vn/viec-lam/fresher-frontend-engineer-topdev-s-client-2034394?src=topdev_search&medium=searchresult
['[Junior/Middle] FRONTEND ENGINEER'],"[""TopDev's Client""]",['Thương lượng'],"['Tầng 12A, Toà nhà AP Tower, 518B Điện Biên Phủ, Phường 21, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Dịch vụ doanh nghiệp, Nhân sự, Triển Khai Phần Mềm']",['25-99 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle']",[],['Fulltime'],"['CSS', 'JavaScript', 'Front-End', 'VueJS']","['Vòng 1: Sàng lọc CV', 'Vòng 2: Phỏng vấn trực tiếp với Nhân Sự', 'Vòng 3: Phỏng vấn trực tiếp với Trưởng Bộ phận']",https://topdev.vn/viec-lam/junior-middle-frontend-engineer-topdev-s-client-2034393?src=topdev_search&medium=searchresult
['NHÂN VIÊN TESTER (Fresher)'],"[""TopDev's Client""]",['Thương lượng'],"['Tầng 12A, Toà nhà AP Tower, 518B Điện Biên Phủ, Phường 21, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Dịch vụ doanh nghiệp, Nhân sự, Triển Khai Phần Mềm']",['25-99 Nhân viên'],['Vietnam'],['Từ 06 tháng'],['Fresher'],[],['Fulltime'],"['Tester', 'Manual Tester']","['Vòng 1: Sàng lọc CV', 'Vòng 2: Phỏng vấn trực tiếp với Nhân Sự', 'Vòng 3: Phỏng vấn trực tiếp với Trưởng Bộ phận']",https://topdev.vn/viec-lam/nhan-vien-tester-fresher-topdev-s-client-2034392?src=topdev_search&medium=searchresult
['[Junior/ Middle]Manual Tester'],"[""TopDev's Client""]",['Thương lượng'],"['Tầng 12A, Toà nhà AP Tower, 518B Điện Biên Phủ, Phường 21, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Dịch vụ doanh nghiệp, Nhân sự, Triển Khai Phần Mềm']",['25-99 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Junior, Middle']",[],['Fulltime'],"['Tester', 'Manual Tester']","['Vòng 1: Sàng lọc CV', 'Vòng 2: Phỏng vấn trực tiếp với Nhân Sự', 'Vòng 3: Phỏng vấn trực tiếp với Trưởng Bộ phận']",https://topdev.vn/viec-lam/junior-middle-manual-tester-topdev-s-client-2034391?src=topdev_search&medium=searchresult
['LẬP TRÌNH VIÊN C#/ .NET CORE'],['Tập Đoàn Công nghệ Quảng Ích'],['20.000.000 VND to 30.000.000 VND'],"['Z5-46 TTTM LePARC, KM 1,5 Pháp Vân, CV Yên Sở, Phường Yên Sở, Quận Hoàng Mai, Thành phố Hà Nội']",['Đăng 1 tuần trước'],"['Software, Phần Mềm, Giáo dục, Triển Khai Phần Mềm']",['100-499 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['C#', '.NET', '.NET Core']",['Vòng 1: Phỏng vấn 1 vòng (trực tiếp/online)'],https://topdev.vn/viec-lam/lap-trinh-vien-c-net-core-tap-doan-cong-nghe-quang-ich-2034387?src=topdev_search&medium=searchresult
['Technical Support Engineer - Windows'],['iTechwx Company Limited'],['Thương lượng'],"['19-21 Tân Cảng, Vista Building, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['IT Consultant, Outsourcing, Dịch vụ IT, Dịch vụ']",['500-999 Nhân viên'],['United States'],['Từ 1 năm'],"['Fresher, Junior, Middle, Senior']",['In Office'],['Fulltime'],"['English Skills', 'Technical Engineer', 'IT Outsource']","['Vòng 1: Communication + English test', 'Vòng 2: Technical test']",https://topdev.vn/viec-lam/technical-support-engineer-windows-itechwx-2034389?src=topdev_search&medium=searchresult
['IT Support Engineer - Microsoft Windows'],['iTechwx Company Limited'],['Thương lượng'],"['19-21 Tân Cảng, Vista Building, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['IT Consultant, Outsourcing, Dịch vụ IT, Dịch vụ']",['500-999 Nhân viên'],['United States'],['Từ 1 năm'],"['Fresher, Junior, Middle, Senior']",['In Office'],['Fulltime'],"['Network', 'Windows', 'Technical Consultant']","['Vòng 1: Communication + English test', 'Vòng 2: Technical test']",https://topdev.vn/viec-lam/it-support-engineer-microsoft-windows-itechwx-2034388?src=topdev_search&medium=searchresult
"['TRUNG TÂM CNTT - CHUYÊN VIÊN KỸ THUẬT KIỂM TRA, ĐÁNH GIÁ ATTT (PENTEST)']",['Tổng Công ty Bưu điện Việt Nam (Vietnam Post)'],['12.000.000 VND to 27.000.000 VND'],"['Tòa nhà Vietnam Post - Số 5 Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 1 tuần trước'],['Logistics'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['Tester', 'Penetration Test', 'System Security']","['Vòng 1: Phỏng vấn qua điện thoại', 'Vòng 2: Phỏng vấn trực tiếp', 'Vòng 3: Trao đổi với lãnh đạo cấp cao hơn (nếu có)']",https://topdev.vn/viec-lam/trung-tam-cntt-chuyen-vien-ky-thuat-kiem-tra-danh-gia-attt-pentest-tong-cong-ty-buu-dien-viet-nam-vietnam-post-2034390?src=topdev_search&medium=searchresult
['Middle/Senior .NET Developer (+Angular)'],['New Ocean IS'],['Thương lượng'],"['51 Hoàng Việt, Phường 04, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Software, Gia công phần mềm']",['100-499 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['.NET', 'Angular', 'ASP.NET Core']",['Vòng 1: Only one – round: about 60 minutes (HR and Technical Department)'],https://topdev.vn/viec-lam/middle-senior-net-developer-angular-new-ocean-is-2034381?src=topdev_search&medium=searchresult
['.NET DEVELOPER'],['GALAXY VIỆT NAM'],['Lên tới 1.500 USD'],"['Zone 3, Tầng 4, Tòa B1, Roman Plaza đường Tố Hữu, Phường Đại Mỗ, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 1 tuần trước'],['Phần Mềm'],['25-99 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle']",['In Office'],['Fulltime'],"['C#', '.NET', '.NET Core']",[],https://topdev.vn/viec-lam/net-developer-galaxy-viet-nam-2034385?src=topdev_search&medium=searchresult
['FRONT-END DEVELOPER'],['GALAXY VIỆT NAM'],['800 USD to 1.700 USD'],"['Zone 3, Tầng 4, Tòa B1, Roman Plaza đường Tố Hữu, Phường Đại Mỗ, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 1 tuần trước'],['Phần Mềm'],['25-99 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['Front-End', 'ReactJS', 'VueJS']",[],https://topdev.vn/viec-lam/front-end-developer-galaxy-viet-nam-2034384?src=topdev_search&medium=searchresult
['Global Service Desk'],['SPS Vietnam Company Limited'],['Thương lượng'],"['Tòa nhà Saigon ICT, Công Viên Phần Mềm Quang Trung, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],['Dịch vụ IT'],['Hơn 1000 Nhân viên'],['Switzerland'],['Từ 5 năm'],['Senior'],['Hybrid'],['Fulltime'],"['IT Administrator', 'Azure', 'Microsoft 365']","['Vòng 1: Phone interview (Vietnamese).', 'Vòng 2: Physical interview with Department Leads.']",https://topdev.vn/viec-lam/global-service-desk-sps-vietnam-company-limited-2034383?src=topdev_search&medium=searchresult
"['[DI6] Solution Architect (Aws, Java)- MSB - 1Y564']",['Ngân hàng TMCP Hàng Hải Việt Nam (MSB)'],['Thương lượng'],"['TNR Tower, Số 54A Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 1 tuần trước'],"['Ngân Hàng, Tài Chính, Công nghệ thông tin']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 3 năm'],['Senior'],['In Office'],['Fulltime'],"['Java', 'AWS', 'Solution Architect']",[],https://topdev.vn/viec-lam/di6-solution-architect-aws-java-msb-1y564-ngan-hang-tmcp-hang-hai-viet-nam-msb-2033984?src=topdev_search&medium=searchresult
"['Head of Development, IT Department, Head Office']",['Public Bank Vietnam (PBVN)'],['Lên tới 2.500 USD'],"['Hội sở chính: Số 2 Ngô Quyền, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Thành phố Hà Nội']",['Đăng 1 tuần trước'],"['Ngân Hàng, Tài Chính']",['Hơn 1000 Nhân viên'],['Malaysia'],['Trên 10 năm'],"['Trưởng phòng, Trưởng Nhóm']",['In Office'],['Fulltime'],"['ASP.NET', 'C#', 'Java EE']",[],https://topdev.vn/viec-lam/head-of-development-it-department-head-office-public-bank-vietnam-pbvn-2034258?src=topdev_search&medium=searchresult
['Back-end NodeJS Developer'],['BStar Solutions'],['Thương lượng'],"['Yên Thế, Phường 02, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],['Phần Mềm'],['100-499 Nhân viên'],['Vietnam'],['Từ 4 năm'],['Senior'],['In Office'],['Fulltime'],"['JavaScript', 'NodeJS', 'Back-End']","['Vòng 1: Phỏng vấn về Technical', 'Vòng 2: Phỏng vấn trao đổi về lương, phúc lợi và môi trường, văn hóa công ty']",https://topdev.vn/viec-lam/back-end-nodejs-developer-bstar-solutions-2034260?src=topdev_search&medium=searchresult
['QC ENGINEER /TESTER'],['Enfarm Agritech'],['Thương lượng'],"['., Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Phần Mềm, Nông nghiệp, Thiết bị công nghệ điện tử']",['25-99 Nhân viên'],"['Singapore, Vietnam']",['Từ 1 năm'],"['Junior, Middle']",['Hybrid'],['Fulltime'],"['Tester', 'Automation Tester', 'Manual Test']",[],https://topdev.vn/viec-lam/qc-engineer-tester-enfarm-agritech-2034287?src=topdev_search&medium=searchresult
['Technical Lead (Java)'],['CÔNG TY CỔ PHẦN CHỨNG KHOÁN VNDIRECT'],['Thương lượng'],"['43 Đ. Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội']",['Đăng 1 tuần trước'],"['Tài Chính, Chứng khoán']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 7 năm'],"['Trưởng phòng, Trưởng Nhóm, Senior']",['In Office'],['Fulltime'],"['Java', 'Spring', 'Database', 'Technical Leader', 'Java EE']",[],https://topdev.vn/viec-lam/technical-lead-java-cong-ty-co-phan-chung-khoan-vndirect-2034120?src=topdev_search&medium=searchresult
['AI ENGINEER'],['Enfarm Agritech'],['Thương lượng'],"['., Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Phần Mềm, Nông nghiệp, Thiết bị công nghệ điện tử']",['25-99 Nhân viên'],"['Singapore, Vietnam']",['Từ 1 năm'],"['Junior, Middle']",['Hybrid'],['Fulltime'],"['Python', 'AI', 'Tensorflow']",[],https://topdev.vn/viec-lam/ai-engineer-enfarm-agritech-2034286?src=topdev_search&medium=searchresult
['PMO and Scrum Master (Regional APAC Hub)'],['HEINEKEN Vietnam'],['Thương lượng'],"['Vietcombank Tower, 18th & 19th floor, 05 Cong Truong Me Linh, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Kinh Doanh, Sản xuất, Manufacturing']",['Hơn 1000 Nhân viên'],"['Netherlands, Vietnam']",['Từ 3 năm'],['Trưởng phòng'],"['Hybrid', 'In Office']",['Fulltime'],"['PMO', 'Scrum Master']","['Vòng 1: Screening by phone -> 1st interview with LM: Overview', 'Vòng 2: 2nd interview with LM: Case study', 'Vòng 3: Final interview with D&T Director & People Business Partner']",https://topdev.vn/viec-lam/pmo-and-scrum-master-regional-apac-hub-heineken-vietnam-2034116?src=topdev_search&medium=searchresult
['Fullstack Engineer'],['FAVOLIST5 ASIA'],['40.000.000 VND to 44.000.000 VND'],"['29 Nguyễn Bá Lân, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],['Software'],['10-24 Nhân viên'],['Japan'],['Từ 5 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['JavaScript', 'NodeJS', 'VueJS']","['Vòng 1: Phỏng vấn qua điện thoại.', 'Vòng 2: Phỏng vấn với PM (có test)', 'Vòng 3: Deal lương']",https://topdev.vn/viec-lam/fullstack-engineer-favolist5-asia-2034380?src=topdev_search&medium=searchresult
"['Software Engineer (C#, .Net, Angular, English)']",['CÔNG TY TNHH MITEK VIỆT NAM'],['Thương lượng'],"['Tòa Nhà A5, Lô số A5, Khu E-Office, Đường Sáng Tạo, KCX Tân Thuận, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Product, Software, B2B Services']",['Hơn 1000 Nhân viên'],['United States'],['Từ 5 năm'],['Middle'],['In Office'],['Fulltime'],"['C#', '.NET', 'Angular']",[],https://topdev.vn/viec-lam/software-engineer-c-net-angular-english-cong-ty-tnhh-mitek-viet-nam-2034382?src=topdev_search&medium=searchresult
['Project Manager'],['BSS Group'],['Lên tới 1.500 USD'],"['Tầng 14, 16, 18, 19 & 20, Viwaseen Tower, số 48 Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 1 tuần trước'],"['IT Consultant, Software, Information Technology, Outsourcing, Thương mại điện tử/ Bán lẻ, Dịch vụ IT, E-commerce Platforms, B2B Services, Công nghệ thông tin']",['100-499 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['Project Manager', 'PMP']","['Vòng 1: Làm test 45 phút (Online)', 'Vòng 2: Phỏng vấn kĩ thuật với Tech Lead (nếu pass bài test)', 'Vòng 3: Trao đổi cùng PM về văn hóa và đãi ngộ']",https://topdev.vn/viec-lam/project-manager-bss-group-2034379?src=topdev_search&medium=searchresult
"['FRONT-END DEVELOPER - UI (HTML, CSS, JavaScript)']",['Chi Thanh Technology'],['Thương lượng'],"['Lầu 5, Toà nhà HHM, 157-159 Xuân Hồng, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Phần Mềm, Dịch vụ doanh nghiệp']",['Dưới 10 Nhân viên'],['Vietnam'],['Từ 06 tháng'],"['Junior, Middle']",['In Office'],['Fulltime'],"['JavaScript', 'Front-End', 'HTML & CSS']",[],https://topdev.vn/viec-lam/front-end-developer-ui-html-css-javascript-chi-thanh-technology-2034376?src=topdev_search&medium=searchresult
['System Admin (Linux)'],['Công Ty Cổ Phần Giải Pháp Và Công Nghệ Vietnix'],['8.000.000 VND to 10.000.000 VND'],"['265 Hồng Lạc, Phường 10, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],['Dịch vụ IT'],['25-99 Nhân viên'],['Vietnam'],['Không yêu cầu'],['Fresher'],['In Office'],['Fulltime'],"['Linux', 'System Admin', 'SQL Server']","['Vòng 1: Screen CV', 'Vòng 2: Phỏng vấn trực tiếp với Tech Lead']",https://topdev.vn/viec-lam/system-admin-linux-cong-ty-co-phan-giai-phap-va-cong-nghe-vietnix-2034377?src=topdev_search&medium=searchresult
['[Khối Ngân hàng số] Data Engineer'],['Ngân hàng TMCP An Bình (ABBANK)'],['Thương lượng'],"['36 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 1 tuần trước'],['Ngân Hàng'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 10 năm'],['Senior'],['In Office'],['Fulltime'],"['Python', 'Scala', 'Data Engineer', 'PostgreSql', 'Data Warehouse']",[],https://topdev.vn/viec-lam/khoi-ngan-hang-so-data-engineer-ngan-hang-tmcp-an-binh-abbank-2034112?src=topdev_search&medium=searchresult
['Business Analyst'],['MenuWise'],['Thương lượng'],"['., Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội']",['Đăng 1 tuần trước'],['Software'],['10-24 Nhân viên'],['New Zealand'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['QA', 'Business Analyst']","['Vòng 1: Practical test', 'Vòng 2: Interview']",https://topdev.vn/viec-lam/business-analyst-menuwise-2034246?src=topdev_search&medium=searchresult
['Business Analyst (Korean speaking)'],['Megazone Vietnam Company Limited'],['Lên tới 1.500 USD'],"['Tầng 27 tòa Đông, Lotte Center Hà Nội, 54 Liễu Giai, Phường Cống Vị, Quận Ba Đình, Thành phố Hà Nội']",['Đăng 1 tuần trước'],"['Phần Mềm, Dịch vụ doanh nghiệp, E-commerce Platforms']",['25-99 Nhân viên'],"['South-Korea, Vietnam']",['Từ 5 năm'],['Senior'],['In Office'],['Fulltime'],"['Business Analyst', 'IT Comtor', 'Korean']",['Vòng 1: 2 vòng (Phỏng vấn trực tiếp)'],https://topdev.vn/viec-lam/business-analyst-korean-speaking-megazone-vietnam-company-limited-2034248?src=topdev_search&medium=searchresult
['Salesforce Developer'],['Megazone Vietnam Company Limited'],['1.500 USD to 2.000 USD'],"['Tầng 27 tòa Đông, Lotte Center Hà Nội, 54 Liễu Giai, Phường Cống Vị, Quận Ba Đình, Thành phố Hà Nội']",['Đăng 1 tuần trước'],"['Phần Mềm, Dịch vụ doanh nghiệp, E-commerce Platforms']",['25-99 Nhân viên'],"['South-Korea, Vietnam']",['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['JavaScript', 'HTML & CSS', 'Salesforce']",['Vòng 1: 2 vòng (Phỏng vấn trực tiếp)'],https://topdev.vn/viec-lam/salesforce-developer-megazone-vietnam-company-limited-2034247?src=topdev_search&medium=searchresult
